0.000000 0.789474 0.000000
0.052632 0.789474 0.221215
0.105263 0.789474 0.450768
0.157895 0.789474 0.696599
0.210526 0.789474 0.966748
0.263158 0.789474 1.264557
0.315789 0.789474 1.575495
0.368421 0.789474 1.832522
0.421053 0.789474 1.880579
0.473684 0.789474 1.901631
0.526316 0.789474 1.993010
0.578947 0.789474 2.193011
0.631579 0.789474 2.422721
0.684211 0.789474 1.912829
0.736842 0.789474 1.424813
0.789474 0.789474 1.034434
0.842105 0.789474 0.720133
0.894737 0.789474 0.455701
0.947368 0.789474 0.220854
1.000000 0.789474 0.000000
0.000000 0.842105 0.000000
0.052632 0.842105 0.171551
0.105263 0.842105 0.348242
0.157895 0.842105 0.534579
0.210526 0.842105 0.732030
0.263158 0.842105 0.938049
0.315789 0.842105 1.137157
0.368421 0.842105 1.295847
0.421053 0.842105 1.376855
0.473684 0.842105 1.429462
0.526316 0.842105 1.493978
0.578947 0.842105 1.570078
0.631579 0.842105 1.584612
0.684211 0.842105 1.360907
0.736842 0.842105 1.075800
0.789474 0.842105 0.806581
0.842105 0.842105 0.570524
0.894737 0.842105 0.363670
0.947368 0.842105 0.176820
1.000000 0.842105 0.000000
0.000000 0.894737 0.000000
0.052632 0.894737 0.116670
0.105263 0.894737 0.236069
0.157895 0.894737 0.360105
0.210526 0.894737 0.488742
0.263158 0.894737 0.618197
0.315789 0.894737 0.739236
0.368421 0.894737 0.837132
0.421053 0.894737 0.901533
0.473684 0.894737 0.945965
0.526316 0.894737 0.983361
0.578947 0.894737 1.007647
0.631579 0.894737 0.984741
0.684211 0.894737 0.870266
0.736842 0.894737 0.710900
0.789474 0.894737 0.545802
0.842105 0.894737 0.391713
0.894737 0.894737 0.251555
0.947368 0.894737 0.122758
1.000000 0.894737 0.000000
0.000000 0.947368 0.000000
0.052632 0.947368 0.059062
0.105263 0.947368 0.119041
0.157895 0.947368 0.181032
0.210526 0.947368 0.244133
0.263158 0.947368 0.306760
0.315789 0.947368 0.364476
0.368421 0.947368 0.411910
0.421053 0.947368 0.445737
0.473684 0.947368 0.469504
0.526316 0.947368 0.486318
0.578947 0.947368 0.492408
0.631579 0.947368 0.475416
0.684211 0.947368 0.424515
0.736842 0.947368 0.352357
0.789474 0.947368 0.274013
0.842105 0.947368 0.198452
0.894737 0.947368 0.128081
0.947368 0.947368 0.062710
1.000000 0.947368 0.000000
0.000000 1.000000 0.000000
0.052632 1.000000 0.000000
0.105263 1.000000 0.000000
0.157895 1.000000 0.000000
0.210526 1.000000 0.000000
0.263158 1.000000 0.000000
0.315789 1.000000 0.000000
0.368421 1.000000 0.000000
0.421053 1.000000 0.000000
0.473684 1.000000 0.000000
0.526316 1.000000 0.000000
0.578947 1.000000 0.000000
0.631579 1.000000 0.000000
0.684211 1.000000 0.000000
0.736842 1.000000 0.000000
0.789474 1.000000 0.000000
0.842105 1.000000 0.000000
0.894737 1.000000 0.000000
0.947368 1.000000 0.000000
1.000000 1.000000 0.000000
