N_vert: 1189
id x y type
0 3.232323229312897e-01 0.000000000000000e+00 3 0.000000000000000e+00
1 3.333333432674408e-01 0.000000000000000e+00 2 0.000000000000000e+00
2 3.434343338012695e-01 0.000000000000000e+00 2 0.000000000000000e+00
3 3.535353541374207e-01 0.000000000000000e+00 2 0.000000000000000e+00
4 3.636363744735718e-01 0.000000000000000e+00 2 0.000000000000000e+00
5 3.737373650074005e-01 0.000000000000000e+00 2 0.000000000000000e+00
6 3.838383853435516e-01 0.000000000000000e+00 2 0.000000000000000e+00
7 3.939394056797028e-01 0.000000000000000e+00 2 0.000000000000000e+00
8 4.040403962135315e-01 0.000000000000000e+00 2 0.000000000000000e+00
9 4.141414165496826e-01 0.000000000000000e+00 2 0.000000000000000e+00
10 4.242424368858337e-01 0.000000000000000e+00 2 0.000000000000000e+00
11 4.343434274196625e-01 0.000000000000000e+00 2 0.000000000000000e+00
12 4.444444477558136e-01 0.000000000000000e+00 2 0.000000000000000e+00
13 4.545454680919647e-01 0.000000000000000e+00 2 0.000000000000000e+00
14 4.646464586257935e-01 0.000000000000000e+00 2 0.000000000000000e+00
15 4.747474789619446e-01 0.000000000000000e+00 2 0.000000000000000e+00
16 4.848484992980957e-01 0.000000000000000e+00 2 0.000000000000000e+00
17 4.949494898319244e-01 0.000000000000000e+00 2 0.000000000000000e+00
18 5.050504803657532e-01 0.000000000000000e+00 2 0.000000000000000e+00
19 5.151515007019043e-01 0.000000000000000e+00 2 0.000000000000000e+00
20 5.252525210380554e-01 0.000000000000000e+00 2 0.000000000000000e+00
21 5.353535413742065e-01 0.000000000000000e+00 2 0.000000000000000e+00
22 5.454545617103577e-01 0.000000000000000e+00 2 0.000000000000000e+00
23 5.555555820465088e-01 0.000000000000000e+00 2 0.000000000000000e+00
24 5.656565427780151e-01 0.000000000000000e+00 2 0.000000000000000e+00
25 5.757575631141663e-01 0.000000000000000e+00 2 0.000000000000000e+00
26 5.858585834503174e-01 0.000000000000000e+00 2 0.000000000000000e+00
27 5.959596037864685e-01 0.000000000000000e+00 2 0.000000000000000e+00
28 6.060606241226196e-01 0.000000000000000e+00 2 0.000000000000000e+00
29 6.161616444587708e-01 0.000000000000000e+00 2 0.000000000000000e+00
30 6.262626051902771e-01 0.000000000000000e+00 2 0.000000000000000e+00
31 6.363636255264282e-01 0.000000000000000e+00 2 0.000000000000000e+00
32 6.464646458625793e-01 0.000000000000000e+00 2 0.000000000000000e+00
33 6.565656661987305e-01 0.000000000000000e+00 2 0.000000000000000e+00
34 6.666666865348816e-01 0.000000000000000e+00 3 0.000000000000000e+00
35 3.232323229312897e-01 1.010101009160280e-02 1 0.000000000000000e+00
36 3.333333432674408e-01 1.010101009160280e-02 0 0.000000000000000e+00
37 3.434343338012695e-01 1.010101009160280e-02 0 0.000000000000000e+00
38 3.535353541374207e-01 1.010101009160280e-02 0 0.000000000000000e+00
39 3.636363744735718e-01 1.010101009160280e-02 0 0.000000000000000e+00
40 3.737373650074005e-01 1.010101009160280e-02 0 0.000000000000000e+00
41 3.838383853435516e-01 1.010101009160280e-02 0 0.000000000000000e+00
42 3.939394056797028e-01 1.010101009160280e-02 0 0.000000000000000e+00
43 4.040403962135315e-01 1.010101009160280e-02 0 0.000000000000000e+00
44 4.141414165496826e-01 1.010101009160280e-02 0 0.000000000000000e+00
45 4.242424368858337e-01 1.010101009160280e-02 0 0.000000000000000e+00
46 4.343434274196625e-01 1.010101009160280e-02 0 0.000000000000000e+00
47 4.444444477558136e-01 1.010101009160280e-02 0 0.000000000000000e+00
48 4.545454680919647e-01 1.010101009160280e-02 0 0.000000000000000e+00
49 4.646464586257935e-01 1.010101009160280e-02 0 0.000000000000000e+00
50 4.747474789619446e-01 1.010101009160280e-02 0 0.000000000000000e+00
51 4.848484992980957e-01 1.010101009160280e-02 0 0.000000000000000e+00
52 4.949494898319244e-01 1.010101009160280e-02 0 0.000000000000000e+00
53 5.050504803657532e-01 1.010101009160280e-02 0 0.000000000000000e+00
54 5.151515007019043e-01 1.010101009160280e-02 0 0.000000000000000e+00
55 5.252525210380554e-01 1.010101009160280e-02 0 0.000000000000000e+00
56 5.353535413742065e-01 1.010101009160280e-02 0 0.000000000000000e+00
57 5.454545617103577e-01 1.010101009160280e-02 0 0.000000000000000e+00
58 5.555555820465088e-01 1.010101009160280e-02 0 0.000000000000000e+00
59 5.656565427780151e-01 1.010101009160280e-02 0 0.000000000000000e+00
60 5.757575631141663e-01 1.010101009160280e-02 0 0.000000000000000e+00
61 5.858585834503174e-01 1.010101009160280e-02 0 0.000000000000000e+00
62 5.959596037864685e-01 1.010101009160280e-02 0 0.000000000000000e+00
63 6.060606241226196e-01 1.010101009160280e-02 0 0.000000000000000e+00
64 6.161616444587708e-01 1.010101009160280e-02 0 0.000000000000000e+00
65 6.262626051902771e-01 1.010101009160280e-02 0 0.000000000000000e+00
66 6.363636255264282e-01 1.010101009160280e-02 0 0.000000000000000e+00
67 6.464646458625793e-01 1.010101009160280e-02 0 0.000000000000000e+00
68 6.565656661987305e-01 1.010101009160280e-02 0 0.000000000000000e+00
69 6.666666865348816e-01 1.010101009160280e-02 1 0.000000000000000e+00
70 3.232323229312897e-01 2.020202018320560e-02 1 0.000000000000000e+00
71 3.333333432674408e-01 2.020202018320560e-02 0 0.000000000000000e+00
72 3.434343338012695e-01 2.020202018320560e-02 0 0.000000000000000e+00
73 3.535353541374207e-01 2.020202018320560e-02 0 0.000000000000000e+00
74 3.636363744735718e-01 2.020202018320560e-02 0 0.000000000000000e+00
75 3.737373650074005e-01 2.020202018320560e-02 0 0.000000000000000e+00
76 3.838383853435516e-01 2.020202018320560e-02 0 0.000000000000000e+00
77 3.939394056797028e-01 2.020202018320560e-02 0 0.000000000000000e+00
78 4.040403962135315e-01 2.020202018320560e-02 0 0.000000000000000e+00
79 4.141414165496826e-01 2.020202018320560e-02 0 0.000000000000000e+00
80 4.242424368858337e-01 2.020202018320560e-02 0 0.000000000000000e+00
81 4.343434274196625e-01 2.020202018320560e-02 0 0.000000000000000e+00
82 4.444444477558136e-01 2.020202018320560e-02 0 0.000000000000000e+00
83 4.545454680919647e-01 2.020202018320560e-02 0 0.000000000000000e+00
84 4.646464586257935e-01 2.020202018320560e-02 0 0.000000000000000e+00
85 4.747474789619446e-01 2.020202018320560e-02 0 0.000000000000000e+00
86 4.848484992980957e-01 2.020202018320560e-02 0 0.000000000000000e+00
87 4.949494898319244e-01 2.020202018320560e-02 0 0.000000000000000e+00
88 5.050504803657532e-01 2.020202018320560e-02 0 0.000000000000000e+00
89 5.151515007019043e-01 2.020202018320560e-02 0 0.000000000000000e+00
90 5.252525210380554e-01 2.020202018320560e-02 0 0.000000000000000e+00
91 5.353535413742065e-01 2.020202018320560e-02 0 0.000000000000000e+00
92 5.454545617103577e-01 2.020202018320560e-02 0 0.000000000000000e+00
93 5.555555820465088e-01 2.020202018320560e-02 0 0.000000000000000e+00
94 5.656565427780151e-01 2.020202018320560e-02 0 0.000000000000000e+00
95 5.757575631141663e-01 2.020202018320560e-02 0 0.000000000000000e+00
96 5.858585834503174e-01 2.020202018320560e-02 0 0.000000000000000e+00
97 5.959596037864685e-01 2.020202018320560e-02 0 0.000000000000000e+00
98 6.060606241226196e-01 2.020202018320560e-02 0 0.000000000000000e+00
99 6.161616444587708e-01 2.020202018320560e-02 0 0.000000000000000e+00
100 6.262626051902771e-01 2.020202018320560e-02 0 0.000000000000000e+00
101 6.363636255264282e-01 2.020202018320560e-02 0 0.000000000000000e+00
102 6.464646458625793e-01 2.020202018320560e-02 0 0.000000000000000e+00
103 6.565656661987305e-01 2.020202018320560e-02 0 0.000000000000000e+00
104 6.666666865348816e-01 2.020202018320560e-02 1 0.000000000000000e+00
105 3.232323229312897e-01 3.030303120613098e-02 1 0.000000000000000e+00
106 3.333333432674408e-01 3.030303120613098e-02 0 0.000000000000000e+00
107 3.434343338012695e-01 3.030303120613098e-02 0 0.000000000000000e+00
108 3.535353541374207e-01 3.030303120613098e-02 0 0.000000000000000e+00
109 3.636363744735718e-01 3.030303120613098e-02 0 0.000000000000000e+00
110 3.737373650074005e-01 3.030303120613098e-02 0 0.000000000000000e+00
111 3.838383853435516e-01 3.030303120613098e-02 0 0.000000000000000e+00
112 3.939394056797028e-01 3.030303120613098e-02 0 0.000000000000000e+00
113 4.040403962135315e-01 3.030303120613098e-02 0 0.000000000000000e+00
114 4.141414165496826e-01 3.030303120613098e-02 0 0.000000000000000e+00
115 4.242424368858337e-01 3.030303120613098e-02 0 0.000000000000000e+00
116 4.343434274196625e-01 3.030303120613098e-02 0 0.000000000000000e+00
117 4.444444477558136e-01 3.030303120613098e-02 0 0.000000000000000e+00
118 4.545454680919647e-01 3.030303120613098e-02 0 0.000000000000000e+00
119 4.646464586257935e-01 3.030303120613098e-02 0 0.000000000000000e+00
120 4.747474789619446e-01 3.030303120613098e-02 0 0.000000000000000e+00
121 4.848484992980957e-01 3.030303120613098e-02 0 0.000000000000000e+00
122 4.949494898319244e-01 3.030303120613098e-02 0 0.000000000000000e+00
123 5.050504803657532e-01 3.030303120613098e-02 0 0.000000000000000e+00
124 5.151515007019043e-01 3.030303120613098e-02 0 0.000000000000000e+00
125 5.252525210380554e-01 3.030303120613098e-02 0 0.000000000000000e+00
126 5.353535413742065e-01 3.030303120613098e-02 0 0.000000000000000e+00
127 5.454545617103577e-01 3.030303120613098e-02 0 0.000000000000000e+00
128 5.555555820465088e-01 3.030303120613098e-02 0 0.000000000000000e+00
129 5.656565427780151e-01 3.030303120613098e-02 0 0.000000000000000e+00
130 5.757575631141663e-01 3.030303120613098e-02 0 0.000000000000000e+00
131 5.858585834503174e-01 3.030303120613098e-02 0 0.000000000000000e+00
132 5.959596037864685e-01 3.030303120613098e-02 0 0.000000000000000e+00
133 6.060606241226196e-01 3.030303120613098e-02 0 0.000000000000000e+00
134 6.161616444587708e-01 3.030303120613098e-02 0 0.000000000000000e+00
135 6.262626051902771e-01 3.030303120613098e-02 0 0.000000000000000e+00
136 6.363636255264282e-01 3.030303120613098e-02 0 0.000000000000000e+00
137 6.464646458625793e-01 3.030303120613098e-02 0 0.000000000000000e+00
138 6.565656661987305e-01 3.030303120613098e-02 0 0.000000000000000e+00
139 6.666666865348816e-01 3.030303120613098e-02 1 0.000000000000000e+00
140 3.232323229312897e-01 4.040404036641121e-02 1 0.000000000000000e+00
141 3.333333432674408e-01 4.040404036641121e-02 0 0.000000000000000e+00
142 3.434343338012695e-01 4.040404036641121e-02 0 0.000000000000000e+00
143 3.535353541374207e-01 4.040404036641121e-02 0 0.000000000000000e+00
144 3.636363744735718e-01 4.040404036641121e-02 0 0.000000000000000e+00
145 3.737373650074005e-01 4.040404036641121e-02 0 0.000000000000000e+00
146 3.838383853435516e-01 4.040404036641121e-02 0 0.000000000000000e+00
147 3.939394056797028e-01 4.040404036641121e-02 0 0.000000000000000e+00
148 4.040403962135315e-01 4.040404036641121e-02 0 0.000000000000000e+00
149 4.141414165496826e-01 4.040404036641121e-02 0 0.000000000000000e+00
150 4.242424368858337e-01 4.040404036641121e-02 0 0.000000000000000e+00
151 4.343434274196625e-01 4.040404036641121e-02 0 0.000000000000000e+00
152 4.444444477558136e-01 4.040404036641121e-02 0 0.000000000000000e+00
153 4.545454680919647e-01 4.040404036641121e-02 0 0.000000000000000e+00
154 4.646464586257935e-01 4.040404036641121e-02 0 0.000000000000000e+00
155 4.747474789619446e-01 4.040404036641121e-02 0 0.000000000000000e+00
156 4.848484992980957e-01 4.040404036641121e-02 0 0.000000000000000e+00
157 4.949494898319244e-01 4.040404036641121e-02 0 0.000000000000000e+00
158 5.050504803657532e-01 4.040404036641121e-02 0 0.000000000000000e+00
159 5.151515007019043e-01 4.040404036641121e-02 0 0.000000000000000e+00
160 5.252525210380554e-01 4.040404036641121e-02 0 0.000000000000000e+00
161 5.353535413742065e-01 4.040404036641121e-02 0 0.000000000000000e+00
162 5.454545617103577e-01 4.040404036641121e-02 0 0.000000000000000e+00
163 5.555555820465088e-01 4.040404036641121e-02 0 0.000000000000000e+00
164 5.656565427780151e-01 4.040404036641121e-02 0 0.000000000000000e+00
165 5.757575631141663e-01 4.040404036641121e-02 0 0.000000000000000e+00
166 5.858585834503174e-01 4.040404036641121e-02 0 0.000000000000000e+00
167 5.959596037864685e-01 4.040404036641121e-02 0 0.000000000000000e+00
168 6.060606241226196e-01 4.040404036641121e-02 0 0.000000000000000e+00
169 6.161616444587708e-01 4.040404036641121e-02 0 0.000000000000000e+00
170 6.262626051902771e-01 4.040404036641121e-02 0 0.000000000000000e+00
171 6.363636255264282e-01 4.040404036641121e-02 0 0.000000000000000e+00
172 6.464646458625793e-01 4.040404036641121e-02 0 0.000000000000000e+00
173 6.565656661987305e-01 4.040404036641121e-02 0 0.000000000000000e+00
174 6.666666865348816e-01 4.040404036641121e-02 1 0.000000000000000e+00
175 3.232323229312897e-01 5.050504952669144e-02 1 0.000000000000000e+00
176 3.333333432674408e-01 5.050504952669144e-02 0 0.000000000000000e+00
177 3.434343338012695e-01 5.050504952669144e-02 0 0.000000000000000e+00
178 3.535353541374207e-01 5.050504952669144e-02 0 0.000000000000000e+00
179 3.636363744735718e-01 5.050504952669144e-02 0 0.000000000000000e+00
180 3.737373650074005e-01 5.050504952669144e-02 0 0.000000000000000e+00
181 3.838383853435516e-01 5.050504952669144e-02 0 0.000000000000000e+00
182 3.939394056797028e-01 5.050504952669144e-02 0 0.000000000000000e+00
183 4.040403962135315e-01 5.050504952669144e-02 0 0.000000000000000e+00
184 4.141414165496826e-01 5.050504952669144e-02 0 0.000000000000000e+00
185 4.242424368858337e-01 5.050504952669144e-02 0 0.000000000000000e+00
186 4.343434274196625e-01 5.050504952669144e-02 0 0.000000000000000e+00
187 4.444444477558136e-01 5.050504952669144e-02 0 0.000000000000000e+00
188 4.545454680919647e-01 5.050504952669144e-02 0 0.000000000000000e+00
189 4.646464586257935e-01 5.050504952669144e-02 0 0.000000000000000e+00
190 4.747474789619446e-01 5.050504952669144e-02 0 0.000000000000000e+00
191 4.848484992980957e-01 5.050504952669144e-02 0 0.000000000000000e+00
192 4.949494898319244e-01 5.050504952669144e-02 0 0.000000000000000e+00
193 5.050504803657532e-01 5.050504952669144e-02 0 0.000000000000000e+00
194 5.151515007019043e-01 5.050504952669144e-02 0 0.000000000000000e+00
195 5.252525210380554e-01 5.050504952669144e-02 0 0.000000000000000e+00
196 5.353535413742065e-01 5.050504952669144e-02 0 0.000000000000000e+00
197 5.454545617103577e-01 5.050504952669144e-02 0 0.000000000000000e+00
198 5.555555820465088e-01 5.050504952669144e-02 0 0.000000000000000e+00
199 5.656565427780151e-01 5.050504952669144e-02 0 0.000000000000000e+00
200 5.757575631141663e-01 5.050504952669144e-02 0 0.000000000000000e+00
201 5.858585834503174e-01 5.050504952669144e-02 0 0.000000000000000e+00
202 5.959596037864685e-01 5.050504952669144e-02 0 0.000000000000000e+00
203 6.060606241226196e-01 5.050504952669144e-02 0 0.000000000000000e+00
204 6.161616444587708e-01 5.050504952669144e-02 0 0.000000000000000e+00
205 6.262626051902771e-01 5.050504952669144e-02 0 0.000000000000000e+00
206 6.363636255264282e-01 5.050504952669144e-02 0 0.000000000000000e+00
207 6.464646458625793e-01 5.050504952669144e-02 0 0.000000000000000e+00
208 6.565656661987305e-01 5.050504952669144e-02 0 0.000000000000000e+00
209 6.666666865348816e-01 5.050504952669144e-02 1 0.000000000000000e+00
210 3.232323229312897e-01 6.060606241226196e-02 1 0.000000000000000e+00
211 3.333333432674408e-01 6.060606241226196e-02 0 0.000000000000000e+00
212 3.434343338012695e-01 6.060606241226196e-02 0 0.000000000000000e+00
213 3.535353541374207e-01 6.060606241226196e-02 0 0.000000000000000e+00
