1 1 7.022693199784661e-09 
1 2 1.4043135668982655e-08 
1 3 2.1056692868456722e-08 
1 4 2.8063476623770409e-08 
1 5 3.5056448910648732e-08 
1 6 4.2038062348160474e-08 
1 7 4.8998858380776285e-08 
1 8 5.5943609210585221e-08 
1 9 6.2860422364903558e-08 
1 10 6.9756370014251156e-08 
1 11 7.6617117032688158e-08 
1 12 8.3452018547352966e-08 
1 13 9.0244293624482612e-08 
1 14 9.7005566886946492e-08 
1 15 1.0371661487301729e-07 
1 16 1.1039132265451868e-07 
1 17 1.170080347052863e-07 
1 18 1.2358289266091599e-07 
1 19 1.3009182719503244e-07 
1 20 1.3655323838037818e-07 
1 21 1.4294066960844907e-07 
1 22 1.492747874297228e-07 
1 23 1.5552678298138314e-07 
1 24 1.6171960368090139e-07 
1 25 1.6782213197420852e-07 
1 26 1.7385961680050014e-07 
1 27 1.7979868377782479e-07 
1 28 1.8566690990662876e-07 
1 29 1.9142872362157129e-07 
1 30 1.9711406170593527e-07 
1 31 2.0268522201910854e-07 
1 32 2.0817453699349207e-07 
1 33 2.135422463683285e-07 
1 34 2.1882311686711856e-07 
1 35 2.239754070108347e-07 
1 36 2.2903635755258271e-07 
1 37 2.3396232549371073e-07 
1 38 2.3879306450428597e-07 
1 39 2.4348311071497184e-07 
1 40 2.4807476659499851e-07 
1 41 2.5252082703229898e-07 
1 42 2.5686617389301189e-07 
1 43 2.6106193742068243e-07 
1 44 2.6515560188338432e-07 
1 45 2.6909670450163176e-07 
1 46 2.7293534512668257e-07 
1 47 2.7661953281772153e-07 
1 48 2.8020198432180156e-07 
1 49 2.8362923712169523e-07 
1 50 2.8695661254945398e-07 
1 51 2.9012922365823608e-07 
1 52 2.9320496905691456e-07 
1 53 2.9612757434423465e-07 
1 54 2.989574721773117e-07 
1 55 3.0163702724596414e-07 
1 56 3.042291466783153e-07 
1 57 3.0667485060680487e-07 
1 58 3.0903944478516462e-07 
1 59 3.1126261166348778e-07 
1 60 3.1341196408008318e-07 
1 61 3.1542584535820963e-07 
1 62 3.1737406920329493e-07 
1 63 3.1919363157609292e-07 
1 64 3.2095642755162559e-07 
1 65 3.2259809251253482e-07 
1 66 3.2419247181223451e-07 
1 67 3.2567382405273847e-07 
1 68 3.2711780406041103e-07 
1 69 3.2845727653645808e-07 
1 70 3.2976955723426899e-07 
1 71 3.3098610095995304e-07 
1 72 3.3218573008271995e-07 
1 73 3.3329847657194738e-07 
1 74 3.3440451123223312e-07 
1 75 3.3543243504253114e-07 
1 76 3.3646360694644697e-07 
1 77 3.3742519505600281e-07 
1 78 3.3839958560812608e-07 
1 79 3.3931251945899346e-07 
1 80 3.4024725010057899e-07 
1 81 3.4112810515225491e-07 
1 82 3.420390472733217e-07 
1 83 3.4290301391214999e-07 
1 84 3.438045217014393e-07 
1 85 3.4466515041352303e-07 
1 86 3.4556981912529679e-07 
1 87 3.4643879202110222e-07 
1 88 3.4735724339375672e-07 
1 89 3.4824417351262068e-07 
1 90 3.4918486950391847e-07 
