0.198202|-|0.131706|-|199997.906250|-|199997.656250
0.206566|-|0.151252|-|199997.906250|-|199997.656250
0.213367|-|0.136111|-|199997.906250|-|199997.656250
0.209762|-|0.138631|-|199997.906250|-|199997.625000
0.212743|-|0.146506|-|199997.906250|-|199997.640625
0.199224|-|0.140228|-|199997.906250|-|199997.593750
0.199043|-|0.116083|-|199997.906250|-|199997.640625
0.200639|-|0.126484|-|199997.906250|-|199997.625000
0.197886|-|0.120725|-|199997.906250|-|199997.562500
0.212242|-|0.122156|-|199997.906250|-|199997.640625
0.202748|-|0.141878|-|199997.906250|-|199997.546875
0.200674|-|0.150451|-|199997.906250|-|199997.656250
0.202308|-|0.155314|-|199997.906250|-|199997.625000
0.201017|-|0.118132|-|199997.906250|-|199997.625000
0.200490|-|0.129911|-|199997.906250|-|199997.687500
0.198019|-|0.136468|-|199997.906250|-|199997.625000
0.199042|-|0.133847|-|199997.906250|-|199997.593750
0.198157|-|0.117308|-|199997.906250|-|199997.640625
0.197372|-|0.116872|-|199997.906250|-|199997.593750
0.198184|-|0.119094|-|199997.906250|-|199997.687500
0.202001|-|0.115051|-|199997.906250|-|199997.687500
0.198332|-|0.124173|-|199997.906250|-|199997.656250
0.199988|-|0.134546|-|199997.906250|-|199997.640625
0.199519|-|0.121771|-|199997.906250|-|199997.671875
0.200118|-|0.144687|-|199997.906250|-|199997.640625
0.203318|-|0.125574|-|199997.906250|-|199997.640625
0.198619|-|0.114326|-|199997.906250|-|199997.671875
0.198258|-|0.127927|-|199997.906250|-|199997.656250
0.203828|-|0.138126|-|199997.906250|-|199997.593750
0.200102|-|0.119423|-|199997.906250|-|199997.625000
0.200402|-|0.135089|-|199997.906250|-|199997.640625
0.201886|-|0.135393|-|199997.906250|-|199997.609375
