2 2 400 1000 0.016419 0.003567 0.001961 0.007476 0.003276 
2 2 400 1000 0.017600 0.003433 0.002400 0.008478 0.003172 
2 2 400 1000 0.016934 0.004950 0.002831 0.005524 0.003516 
2 2 400 1000 0.015912 0.003822 0.002164 0.006284 0.003518 
2 2 400 1000 0.034943 0.007028 0.002486 0.021722 0.003557 
2 2 400 1000 0.015107 0.002643 0.001940 0.007181 0.003200 
2 2 400 1000 0.017785 0.003173 0.002601 0.008574 0.003283 
2 2 400 1000 0.012524 0.002813 0.001784 0.004624 0.003156 
2 2 400 1000 0.015681 0.003464 0.002283 0.006427 0.003371 
2 2 400 1000 0.016887 0.003863 0.002767 0.006074 0.004056 
2 2 400 1000 0.016401 0.004119 0.002368 0.006480 0.003294 
2 2 400 1000 0.018667 0.004750 0.002488 0.007562 0.003724 
2 2 400 1000 0.020073 0.005061 0.002704 0.008375 0.003725 
2 2 400 1000 0.014209 0.002839 0.001987 0.005895 0.003337 
2 2 400 1000 0.014329 0.002904 0.002307 0.005722 0.003249 
2 2 400 1000 0.015215 0.003455 0.002096 0.005802 0.003699 
2 2 400 1000 0.019375 0.004988 0.002595 0.007798 0.003871 
2 2 400 1000 0.015431 0.002810 0.002364 0.006767 0.003373 
2 2 400 1000 0.019530 0.004766 0.003358 0.007330 0.003968 
2 2 400 1000 0.016460 0.003626 0.002803 0.006778 0.003124 
2 2 400 1000 0.018548 0.003867 0.002295 0.007944 0.004304 
2 2 400 1000 0.018613 0.003835 0.002179 0.009178 0.003305 
2 2 400 1000 0.015930 0.003609 0.002123 0.006880 0.003176 
2 2 400 1000 0.016908 0.003893 0.002133 0.007024 0.003723 
2 2 400 1000 0.018623 0.004690 0.002276 0.007402 0.004121 
2 2 400 1000 0.022443 0.006387 0.002493 0.008336 0.005096 
2 2 400 1000 0.018111 0.004090 0.002920 0.007472 0.003501 
2 2 400 1000 0.018389 0.004419 0.003883 0.006700 0.003261 
2 2 400 1000 0.014737 0.002786 0.002439 0.006294 0.003058 
2 2 400 1000 0.014560 0.003780 0.001909 0.005714 0.003030 
2 2 400 1000 0.013304 0.003193 0.002309 0.004759 0.002905 
2 2 400 1000 0.015193 0.003726 0.002047 0.006154 0.003132 
2 2 400 1000 0.010967 0.002269 0.001888 0.003809 0.002845 
2 2 400 1000 0.012280 0.002335 0.001803 0.004854 0.003143 
2 2 400 1000 0.013412 0.003019 0.002112 0.005036 0.003082 
2 2 400 1000 0.011867 0.002578 0.001913 0.004497 0.002737 
2 2 400 2000 0.023643 0.005038 0.003514 0.008804 0.005973 
2 2 400 2000 0.024335 0.004872 0.003918 0.009160 0.006065 
2 2 400 2000 0.029412 0.006425 0.005579 0.009592 0.007504 
2 2 400 2000 0.026490 0.005783 0.004305 0.010151 0.005896 
2 2 400 2000 0.027674 0.006008 0.004239 0.011012 0.006108 
2 2 400 2000 0.024242 0.005174 0.004064 0.008603 0.006103 
2 2 400 2000 0.028390 0.005881 0.004761 0.011212 0.006261 
2 2 400 2000 0.036356 0.008519 0.004871 0.015990 0.006710 
2 2 400 2000 0.025683 0.005709 0.003873 0.009826 0.005943 
2 2 400 2000 0.025401 0.005145 0.004358 0.009078 0.006500 
2 2 400 2000 0.026796 0.007312 0.003593 0.009601 0.005941 
2 2 400 2000 0.031014 0.007851 0.004148 0.011992 0.006763 
2 2 400 3000 0.046190 0.010998 0.006482 0.018998 0.009262 
2 2 400 3000 0.035227 0.007866 0.005352 0.013122 0.008443 
2 2 400 3000 0.036211 0.007487 0.005514 0.013311 0.009445 
2 2 400 3000 0.034805 0.007774 0.005566 0.012050 0.008944 
2 2 400 3000 0.037137 0.008483 0.005708 0.013691 0.008765 
2 2 400 3000 0.035232 0.007768 0.005331 0.012459 0.009170 
2 2 400 3000 0.043391 0.009480 0.006385 0.017139 0.009936 
2 2 400 3000 0.045386 0.007907 0.005884 0.020693 0.010468 
2 2 400 3000 0.039752 0.008663 0.006102 0.015485 0.009091 
2 2 400 4000 0.051140 0.010477 0.007319 0.020510 0.012223 
2 2 400 4000 0.060080 0.011427 0.007349 0.020037 0.020599 
2 2 400 4000 0.052452 0.012155 0.007517 0.020055 0.012112 
2 2 400 4000 0.054588 0.015227 0.007890 0.018521 0.012291 
2 2 400 4000 0.056325 0.012464 0.008161 0.022908 0.012152 
2 2 400 4000 0.048829 0.010623 0.007287 0.018614 0.011688 
2 2 400 4000 0.048891 0.009978 0.007687 0.018228 0.012216 
2 2 400 4000 0.103576 0.023283 0.011270 0.049354 0.019128 
2 2 400 4000 0.052686 0.011670 0.007530 0.021220 0.011640 
2 2 400 4000 0.078300 0.019003 0.009407 0.032926 0.016412 
2 2 800 1500 0.045000 0.010140 0.006101 0.020323 0.008401 
2 2 800 1500 0.034690 0.007078 0.005045 0.014692 0.007744 
2 2 800 1500 0.032999 0.006689 0.004759 0.014002 0.007398 
2 2 800 1500 0.058461 0.012351 0.006983 0.029889 0.009354 
2 2 800 1500 0.049916 0.008688 0.005709 0.027617 0.007825 
2 2 800 1500 0.034220 0.006857 0.004804 0.014942 0.007532
2 2 800 1500 0.080518 0.018896 0.008534 0.036663 0.016633 
2 2 800 1500 0.063973 0.011820 0.007651 0.036003 0.008500 
2 2 800 1500 0.055300 0.011591 0.007166 0.027582 0.009067 
2 2 800 1500 0.052283 0.011192 0.006955 0.025634 0.008507 
2 2 800 1500 0.050811 0.010927 0.007461 0.023946 0.008514 
2 2 800 1500 0.066934 0.014231 0.008884 0.033228 0.010708 
2 2 800 1500 0.052229 0.012332 0.007118 0.024382 0.008465 
2 2 800 1500 0.052943 0.010747 0.006931 0.026479 0.008930  
2 2 800 1500 0.055791 0.011916 0.006583 0.027235 0.010169 
2 2 800 2000 0.075471 0.017532 0.009018 0.037484 0.011445 
2 2 800 2000 0.100365 0.029447 0.010702 0.045299 0.015133 
2 2 800 2000 0.073377 0.017695 0.009274 0.034848 0.011646 
2 2 800 2000 0.082312 0.017393 0.009427 0.042823 0.012768 
2 2 800 2000 0.087578 0.019952 0.010189 0.044992 0.012573 
2 2 800 1000 0.058699 0.018253 0.005993 0.025897 0.008678 
2 2 800 1000 0.032867 0.008987 0.004032 0.014582 0.005271 
2 2 800 1000 0.041809 0.011439 0.004969 0.019362 0.006024 
2 2 800 1000 0.031661 0.006495 0.004403 0.015228 0.005517 
2 2 800 1000 0.035685 0.008417 0.004137 0.017553 0.005639 
2 2 800 1000 0.045913 0.012177 0.004907 0.023079 0.005851 
2 2 800 500 0.019113 0.004411 0.002189 0.009731 0.002787 
2 2 800 500 0.015295 0.003121 0.002475 0.007101 0.002599 
2 2 800 500 0.018569 0.003901 0.002122 0.009588 0.002981 
2 2 800 500 0.017001 0.003426 0.002087 0.008853 0.002626 
2 2 800 500 0.016795 0.003032 0.002328 0.008837 0.002579 
2 2 800 500 0.017154 0.004233 0.002357 0.007778 0.002815 
2 2 800 500 0.018357 0.004523 0.002330 0.007819 0.003709 
2 2 800 500 0.021720 0.003933 0.003038 0.011451 0.003316 
2 2 800 500 0.024945 0.005483 0.003021 0.013067 0.003431 
2 2 800 500 0.028321 0.005850 0.003162 0.015805 0.003630
2 2 200 500 0.004628 0.001075 0.000692 0.001697 0.001086 
2 2 200 500 0.004054 0.000857 0.000684 0.001435 0.000997 
2 2 200 500 0.003621 0.000815 0.000696 0.001135 0.000900 
2 2 200 500 0.003856 0.000772 0.000676 0.001359 0.000968 
2 2 200 500 0.003865 0.000797 0.000660 0.001266 0.001035 
2 2 200 500 0.003631 0.000644 0.000555 0.001359 0.000986 
2 2 200 500 0.003335 0.000721 0.000682 0.000910 0.000937 
2 2 200 500 0.003350 0.000653 0.000621 0.001137 0.000862 
2 2 200 500 0.004195 0.000789 0.000685 0.001771 0.000842 
