0.000131|-|0.131436|-|2505.771729|-|2505.771973
0.000173|-|0.113800|-|2505.771729|-|2505.771973
0.000139|-|0.099022|-|2505.771729|-|2505.771973
0.000206|-|0.097735|-|2505.771729|-|2505.771973
0.000175|-|0.096515|-|2505.771729|-|2505.771973
0.000150|-|0.095112|-|2505.771729|-|2505.771973
0.000180|-|0.117529|-|2505.771729|-|2505.771973
0.000162|-|0.099687|-|2505.771729|-|2505.771729
0.000175|-|0.101568|-|2505.771729|-|2505.771729
0.000126|-|0.099865|-|2505.771729|-|2505.771973
0.000142|-|0.096060|-|2505.771729|-|2505.771973
0.000198|-|0.097333|-|2505.771729|-|2505.771973
0.000164|-|0.104160|-|2505.771729|-|2505.771973
0.000139|-|0.096240|-|2505.771729|-|2505.771729
0.000159|-|0.097535|-|2505.771729|-|2505.771973
0.000148|-|0.098160|-|2505.771729|-|2505.771973
0.000165|-|0.095922|-|2505.771729|-|2505.771973
0.000163|-|0.097196|-|2505.771729|-|2505.771973
0.000168|-|0.095261|-|2505.771729|-|2505.771973
0.000138|-|0.102107|-|2505.771729|-|2505.771973
0.000128|-|0.100215|-|2505.771729|-|2505.771973
0.000208|-|0.100168|-|2505.771729|-|2505.771973
0.000179|-|0.095144|-|2505.771729|-|2505.771973
0.000162|-|0.095295|-|2505.771729|-|2505.771973
0.000178|-|0.099319|-|2505.771729|-|2505.771729
0.000161|-|0.097448|-|2505.771729|-|2505.771973
0.000165|-|0.093666|-|2505.771729|-|2505.771973
0.000148|-|0.096488|-|2505.771729|-|2505.771729
0.000128|-|0.100240|-|2505.771729|-|2505.771729
0.000162|-|0.092911|-|2505.771729|-|2505.771973
0.000160|-|0.100891|-|2505.771729|-|2505.769531
0.000139|-|0.097558|-|2505.771729|-|2505.771973
0.000157|-|0.095747|-|2505.771729|-|2505.771973
0.000127|-|0.098523|-|2505.771729|-|2505.771973
0.000125|-|0.093963|-|2505.771729|-|2505.771973
0.000124|-|0.097228|-|2505.771729|-|2505.771973
0.000161|-|0.103103|-|2505.771729|-|2505.771973
0.000152|-|0.104980|-|2505.771729|-|2505.771729
0.000154|-|0.098902|-|2505.771729|-|2505.771973
0.000180|-|0.094665|-|2505.771729|-|2505.771729
0.000141|-|0.116250|-|2505.771729|-|2505.771729
0.000142|-|0.103292|-|2505.771729|-|2505.771973
0.000154|-|0.104117|-|2505.771729|-|2505.771973
0.000147|-|0.098316|-|2505.771729|-|2505.771729
0.000173|-|0.110433|-|2505.771729|-|2505.771973
0.000141|-|0.098444|-|2505.771729|-|2505.771973
0.000127|-|0.100883|-|2505.771729|-|2505.771973
0.000142|-|0.114520|-|2505.771729|-|2505.771973
0.000163|-|0.099835|-|2505.771729|-|2505.771973
0.000150|-|0.107897|-|2505.771729|-|2505.771973
0.000150|-|0.099304|-|2505.771729|-|2505.771973
0.000175|-|0.106425|-|2505.771729|-|2505.771973
0.000165|-|0.101179|-|2505.771729|-|2505.771973
0.000172|-|0.105569|-|2505.771729|-|2505.771973
0.000148|-|0.100682|-|2505.771729|-|2505.771973
0.000163|-|0.110179|-|2505.771729|-|2505.771973
0.000148|-|0.104528|-|2505.771729|-|2505.771973
0.000164|-|0.100312|-|2505.771729|-|2505.771729
0.000175|-|0.098352|-|2505.771729|-|2505.769531
0.000127|-|0.102363|-|2505.771729|-|2505.771973
0.000152|-|0.098424|-|2505.771729|-|2505.771973
0.000164|-|0.105045|-|2505.771729|-|2505.771973
0.000164|-|0.102639|-|2505.771729|-|2505.771973
0.000127|-|0.099282|-|2505.771729|-|2505.771973
0.000183|-|0.128135|-|2505.771729|-|2505.771973
0.000191|-|0.117043|-|2505.771729|-|2505.771973
0.000149|-|0.093886|-|2505.771729|-|2505.771973
0.000181|-|0.092563|-|2505.771729|-|2505.771729
0.000142|-|0.103075|-|2505.771729|-|2505.771973
0.000165|-|0.100952|-|2505.771729|-|2505.771973
0.000182|-|0.101950|-|2505.771729|-|2505.771729
0.000152|-|0.104309|-|2505.771729|-|2505.771729
0.000176|-|0.111740|-|2505.771729|-|2505.771973
0.000165|-|0.107145|-|2505.771729|-|2505.771973
0.000086|-|0.099332|-|2505.771729|-|2505.771973
0.000138|-|0.094277|-|2505.771729|-|2505.771973
0.000163|-|0.101089|-|2505.771729|-|2505.771729
0.000194|-|0.117469|-|2505.771729|-|2505.771973
0.000126|-|0.115261|-|2505.771729|-|2505.771729
0.000167|-|0.117974|-|2505.771729|-|2505.771729
0.000137|-|0.094724|-|2505.771729|-|2505.771729
0.000160|-|0.108196|-|2505.771729|-|2505.770996
0.000180|-|0.132021|-|2505.771729|-|2505.771973
0.000160|-|0.131496|-|2505.771729|-|2505.771973
0.000164|-|0.103884|-|2505.771729|-|2505.771729
0.000165|-|0.121138|-|2505.771729|-|2505.771729
0.000119|-|0.099839|-|2505.771729|-|2505.771729
0.000153|-|0.111920|-|2505.771729|-|2505.771973
0.000137|-|0.097039|-|2505.771729|-|2505.771729
0.000162|-|0.093355|-|2505.771729|-|2505.771973
0.000161|-|0.096980|-|2505.771729|-|2505.771973
0.000150|-|0.097740|-|2505.771729|-|2505.771729
0.000187|-|0.092671|-|2505.771729|-|2505.771973
0.000137|-|0.092679|-|2505.771729|-|2505.771973
0.000175|-|0.102907|-|2505.771729|-|2505.771729
0.000221|-|0.091017|-|2505.771729|-|2505.771729
0.000155|-|0.094746|-|2505.771729|-|2505.771973
0.000163|-|0.100338|-|2505.771729|-|2505.771973
0.000149|-|0.093719|-|2505.771729|-|2505.771240
0.000157|-|0.092512|-|2505.771729|-|2505.771729
