0.806001|-|0.154652|-|249995.812500|-|249996.000000
0.822392|-|0.138502|-|249995.812500|-|249996.000000
0.798302|-|0.145286|-|249995.812500|-|249995.984375
0.791862|-|0.149499|-|249995.812500|-|249995.968750
0.796294|-|0.129319|-|249995.812500|-|249995.937500
0.800673|-|0.119419|-|249995.812500|-|249995.984375
0.797613|-|0.140320|-|249995.812500|-|249996.015625
0.805016|-|0.136011|-|249995.812500|-|249996.015625
0.805853|-|0.118755|-|249995.812500|-|249995.968750
0.799997|-|0.139463|-|249995.812500|-|249996.000000
0.800598|-|0.130325|-|249995.812500|-|249996.046875
0.810334|-|0.152356|-|249995.812500|-|249996.000000
