0.000153|-|0.108174|-|0.001814|-|2505.771729|-|2505.772461
0.000152|-|0.098876|-|0.001793|-|2505.771729|-|2505.772461
0.000204|-|0.134832|-|0.002439|-|2505.771729|-|2505.772461
0.000125|-|0.103605|-|0.002722|-|2505.771729|-|2505.772461
0.000096|-|0.126436|-|0.002712|-|2505.771729|-|2505.772461
0.000164|-|0.096242|-|0.001498|-|2505.771729|-|2505.772461
0.000148|-|0.094689|-|0.001716|-|2505.771729|-|2505.772461
0.000111|-|0.102345|-|0.002046|-|2505.771729|-|2505.772461
0.000147|-|0.102939|-|0.001640|-|2505.771729|-|2505.772461
0.000176|-|0.089463|-|0.001715|-|2505.771729|-|2505.772461
0.000174|-|0.092504|-|0.001693|-|2505.771729|-|2505.772461
0.000127|-|0.091399|-|0.001570|-|2505.771729|-|2505.772461
0.000140|-|0.103083|-|0.001823|-|2505.771729|-|2505.772461
0.000146|-|0.090344|-|0.001539|-|2505.771729|-|2505.772461
0.000137|-|0.091900|-|0.001861|-|2505.771729|-|2505.772461
0.000159|-|0.095386|-|0.002412|-|2505.771729|-|2505.772461
0.000141|-|0.106340|-|0.001686|-|2505.771729|-|2505.772461
0.000175|-|0.110072|-|0.002074|-|2505.771729|-|2505.772461
0.000163|-|0.090232|-|0.001653|-|2505.771729|-|2505.772461
0.000138|-|0.088655|-|0.001498|-|2505.771729|-|2505.772461
0.000138|-|0.089817|-|0.001573|-|2505.771729|-|2505.772461
0.000100|-|0.102488|-|0.001904|-|2505.771729|-|2505.772461
0.000128|-|0.091630|-|0.001530|-|2505.771729|-|2505.772461
0.000201|-|0.091860|-|0.001587|-|2505.771729|-|2505.772461
0.000138|-|0.091040|-|0.001562|-|2505.771729|-|2505.772461
0.000112|-|0.090724|-|0.001639|-|2505.771729|-|2505.772461
0.000138|-|0.096161|-|0.001627|-|2505.771729|-|2505.772461
0.000115|-|0.121949|-|0.001651|-|2505.771729|-|2505.772461
0.000152|-|0.090616|-|0.001547|-|2505.771729|-|2505.772461
0.000127|-|0.090152|-|0.001519|-|2505.771729|-|2505.772461
0.000114|-|0.103223|-|0.001617|-|2505.771729|-|2505.772461
0.000178|-|0.092054|-|0.001630|-|2505.771729|-|2505.772461
0.000182|-|0.091932|-|0.001563|-|2505.771729|-|2505.772461
0.000134|-|0.092254|-|0.001731|-|2505.771729|-|2505.772461
0.000126|-|0.091504|-|0.001698|-|2505.771729|-|2505.772461
0.000153|-|0.089456|-|0.001555|-|2505.771729|-|2505.772461
0.000128|-|0.098785|-|0.001609|-|2505.771729|-|2505.772461
0.000188|-|0.090220|-|0.001607|-|2505.771729|-|2505.772461
0.000151|-|0.090935|-|0.001935|-|2505.771729|-|2505.772461
0.000138|-|0.093959|-|0.001561|-|2505.771729|-|2505.772461
0.000138|-|0.095025|-|0.001606|-|2505.771729|-|2505.772461
0.000163|-|0.101075|-|0.001681|-|2505.771729|-|2505.772461
0.000134|-|0.092534|-|0.001667|-|2505.771729|-|2505.772461
0.000177|-|0.091580|-|0.001645|-|2505.771729|-|2505.772461
0.000156|-|0.091131|-|0.001581|-|2505.771729|-|2505.772461
0.000161|-|0.100122|-|0.002186|-|2505.771729|-|2505.772461
0.000141|-|0.099387|-|0.001763|-|2505.771729|-|2505.772461
0.000161|-|0.091888|-|0.001619|-|2505.771729|-|2505.772461
0.000174|-|0.093507|-|0.001486|-|2505.771729|-|2505.772461
0.000184|-|0.090816|-|0.001478|-|2505.771729|-|2505.772461
0.000151|-|0.088824|-|0.001540|-|2505.771729|-|2505.772461
0.000143|-|0.092801|-|0.001819|-|2505.771729|-|2505.772461
0.000124|-|0.090811|-|0.001588|-|2505.771729|-|2505.772461
0.000151|-|0.088809|-|0.001591|-|2505.771729|-|2505.772461
0.000147|-|0.087907|-|0.001528|-|2505.771729|-|2505.772461
0.000135|-|0.089370|-|0.001526|-|2505.771729|-|2505.772461
0.000146|-|0.089020|-|0.001465|-|2505.771729|-|2505.772461
0.000147|-|0.098969|-|0.001484|-|2505.771729|-|2505.772461
0.000160|-|0.090287|-|0.001485|-|2505.771729|-|2505.772461
0.000113|-|0.090214|-|0.001568|-|2505.771729|-|2505.772461
0.000149|-|0.087117|-|0.001448|-|2505.771729|-|2505.772461
0.000146|-|0.090381|-|0.001716|-|2505.771729|-|2505.772461
0.000158|-|0.089992|-|0.001564|-|2505.771729|-|2505.772461
0.000140|-|0.088879|-|0.001698|-|2505.771729|-|2505.772461
0.000170|-|0.090770|-|0.001449|-|2505.771729|-|2505.772461
0.000102|-|0.089282|-|0.001554|-|2505.771729|-|2505.772461
0.000146|-|0.090748|-|0.001741|-|2505.771729|-|2505.772461
0.000166|-|0.097415|-|0.001509|-|2505.771729|-|2505.772461
0.000137|-|0.096204|-|0.001500|-|2505.771729|-|2505.772461
